"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
301,90.6,90.6,9.4,"Aarberg BE","Aarberg (BE)","Aarberg BE","Mit 90,6 Prozent Ja hat sich Aarberg für das Stimmrechtsalter 16 auf Kantons- und Gemeindeebene ausgesprochen. Aarberg hat damit gleich abgestimmt wie der Kanton, der die Vorlage auch angenommen hat.","Les habitants d'Aarberg approuvent l'introduction du droit de vote à 16 ans au niveau cantonal et communal avec 90,6 pour cent de oui. Aarberg a approuvé le texte, tout comme son canton.","NA NA"
302,61.5,61.5,38.5,"Bargen BE","Bargen (BE)","Bargen BE BE","61,5 Prozent der Stimmbürgerinnen und Stimmbürger von Bargen BE haben dem Stimmrechtsalter 16 auf Kantons- und Gemeindeebene zugestimmt. Bargen BE hat damit gleich abgestimmt wie der Kanton, der die Vorlage auch angenommen hat.","A Bargen (BE), les habitants disent oui à 61,5 pour cent l'introduction du droit de vote à 16 ans au niveau cantonal et communal. Bargen (BE) a approuvé le texte, tout comme son canton.","NA NA"
303,85.9,85.9,14.1,"Grossaffoltern BE","Grossaffoltern (BE)","Grossaffoltern BE","85,9 Prozent der Stimmbürgerinnen und Stimmbürger von Grossaffoltern haben dem Stimmrechtsalter 16 auf Kantons- und Gemeindeebene zugestimmt. Grossaffoltern hat damit gleich abgestimmt wie der Kanton, der die Vorlage auch angenommen hat.","A Grossaffoltern, les habitants disent oui à 85,9 pour cent l'introduction du droit de vote à 16 ans au niveau cantonal et communal. Grossaffoltern a approuvé le texte, tout comme son canton.","NA NA"
304,94,94,6,"Kallnach BE","Kallnach (BE)","Kallnach BE","Kallnach hat das Stimmrechtsalter 16 auf Kantons- und Gemeindeebene mit 94 Prozent angenommen. Kallnach hat damit gleich abgestimmt wie der Kanton, der die Vorlage auch angenommen hat.","Les habitants de Kallnach acceptent d'introduire le droit de vote à 16 ans au niveau cantonal et communal avec 94 pour cent de oui. Kallnach a approuvé le texte, tout comme son canton.","NA NA"
305,26.5,26.5,73.5,"Kappelen BE","Kappelen (BE)","Kappelen BE","Keine Mehrheit für die Stimmrechtsalter 16 auf Kantons- und Gemeindeebene in Kappelen. 73,5 Prozent haben sie verworfen. Kappelen hat damit anders abgestimmt als der gesamte Kanton, der die Vorlage angenommen hat.","A Kappelen, les habitants disent non à 73,5 pour cent à l'introduction du droit de vote à 16 ans au niveau cantonal et communal. Kappelen a rejeté le texte, contrairement à son canton.","NA NA"
306,87.8,87.8,12.2,"Lyss BE","Lyss (BE)","Lyss BE","Lyss hat das Stimmrechtsalter 16 auf Kantons- und Gemeindeebene mit 87,8 Prozent angenommen. Lyss hat damit gleich abgestimmt wie der Kanton, der die Vorlage auch angenommen hat.","Les habitants de Lyss acceptent d'introduire le droit de vote à 16 ans au niveau cantonal et communal avec 87,8 pour cent de oui. Lyss a approuvé le texte, tout comme son canton.","NA NA"
307,4,4,96,"Meikirch BE","Meikirch (BE)","Meikirch BE","Nein zum Stimmrechtsalter 16 auf Kantons- und Gemeindeebene in Meikirch: 96 Prozent haben die Vorlage abgelehnt. Meikirch hat damit anders abgestimmt als der gesamte Kanton, der die Vorlage angenommen hat.","Les habitants de Meikirch s'opposent à l'introduction du droit de vote à 16 ans au niveau cantonal et communal avec 96 pour cent de non. Meikirch a rejeté le texte, contrairement à son canton.","NA NA"
309,46.8,46.8,53.2,"Radelfingen BE","Radelfingen (BE)","Radelfingen BE","Radelfingen hat das Stimmrechtsalter 16 auf Kantons- und Gemeindeebene mit 53,2 Prozent abgelehnt. Radelfingen hat damit anders abgestimmt als der gesamte Kanton, der die Vorlage angenommen hat.","Les habitants de Radelfingen rejettent l'introduction du droit de vote à 16 ans au niveau cantonal et communal avec 53,2 pour cent de non. Radelfingen a rejeté le texte, contrairement à son canton.","NA NA"
310,31.5,31.5,68.5,"Rapperswil BE","Rapperswil (BE)","Rapperswil BE BE","Rapperswil BE hat das Stimmrechtsalter 16 auf Kantons- und Gemeindeebene mit 68,5 Prozent abgelehnt. Rapperswil BE hat damit anders abgestimmt als der gesamte Kanton, der die Vorlage angenommen hat.","Les habitants de Rapperswil (BE) rejettent l'introduction du droit de vote à 16 ans au niveau cantonal et communal avec 68,5 pour cent de non. Rapperswil (BE) a rejeté le texte, contrairement à son canton.","NA NA"
311,34.4,34.4,65.6,"Schüpfen BE","Schüpfen (BE)","Schüpfen BE","Keine Mehrheit für die Stimmrechtsalter 16 auf Kantons- und Gemeindeebene in Schüpfen. 65,6 Prozent haben sie verworfen. Schüpfen hat damit anders abgestimmt als der gesamte Kanton, der die Vorlage angenommen hat.","A Schüpfen, les habitants disent non à 65,6 pour cent à l'introduction du droit de vote à 16 ans au niveau cantonal et communal. Schüpfen a rejeté le texte, contrairement à son canton.","NA NA"
