"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
1,36.2,36.2,63.8,"Aeugst am Albis ZH","Aeugst am Albis (ZH)","Aeugst am Albis ZH","In Aeugst am Albis hat die Erhöhung der Mehrwertsteuer keine Mehrheit gefunden. Auf 63,8 Prozent der abgegebenen Stimmzettel stand ein Nein. Obwohl die Gemeinde das Frauenrentenalter 65 mit 68 Ja-Stimmen angenommen hat, ist die AHV-Reform in Aeugst am Albis damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Aeugst am Albis eine Rentenreform mit 53,2 Nein-Stimmen abgelehnt.","Les habitants d'Aeugst am Albis rejettent une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 63,8 pour cent de non. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 68 pour cent de oui. Les citoyens d'Aeugst am Albis avaient déjà refusé la précédente révision de l'AVS en 2017.","Nel comune di Aeugst am Albis l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS è stato bocciato con il 63,8 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 68 percento dei voti. A Aeugst am Albis come nel 2017 gli elettroi hanno detto no - con il 53,2 percento dei voti – alla riforma dell'AVS."
2,62.5,62.5,37.5,"Affoltern am Albis ZH","Affoltern am Albis (ZH)","Affoltern am Albis ZH","62,5 Prozent der Abstimmenden in der Gemeinde Affoltern am Albis haben Ja gesagt zur Erhöhung der Mehrwertsteuer. Weil die Gemeinde das Frauenrentenalter 65 aber mit 68,6 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Affoltern am Albis damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Affoltern am Albis eine Rentenreform mit 50,2 Nein-Stimmen abgelehnt.","C'est oui à 62,5 pour cent à une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS à Affoltern am Albis. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 68,6 pour cent de non. Les citoyens d'Affoltern am Albis avaient déjà refusé la précédente révision de l'AVS en 2017.","Con il 62,5 percento di ""sì"", i cittadini del comune di Affoltern am Albis hanno accolto l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS . La seconda proposta concernente l'AVS è stata invece respinta con il 31,4 percento dei voti. A Affoltern am Albis come nel 2017 gli elettroi hanno detto no - con il 50,2 percento dei voti – alla riforma dell'AVS."
3,83.4,83.4,16.6,"Bonstetten ZH","Bonstetten (ZH)","Bonstetten ZH","83,4 Prozent der Abstimmenden in der Gemeinde Bonstetten haben Ja gesagt zur Erhöhung der Mehrwertsteuer. Weil die Gemeinde das Frauenrentenalter 65 aber mit 63,9 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Bonstetten damit gescheitert. Damit hat in Bonstetten im Vergleich zur letzten AHV-Abstimmung im Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 51,8 Prozent ein Ja in die Urne gelegt.","C'est oui à 83,4 pour cent à une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS à Bonstetten. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 63,9 pour cent de non. Bonstetten avait accepté la précédente révision en 2017. Elle dit non cette fois-ci.","Con il 83,4 percento di ""sì"", i cittadini del comune di Bonstetten hanno accolto l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS . La seconda proposta concernente l'AVS è stata invece respinta con il 36,1 percento dei voti. Bonstetten ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
4,58,58,42,"Hausen am Albis ZH","Hausen am Albis (ZH)","Hausen am Albis ZH","Die Gemeinde Hausen am Albis hat die Erhöhung der Mehrwertsteuer mit 58 Prozent angenommen. Da die Gemeinde auch dem Frauenrentealter 65 mit 67,5 zugestimmt hat, ist die AHV-Reform in Hausen am Albis damit angenommen worden. Damit hat in Hausen am Albis im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 51,4 Prozent ein Nein in die Urne gelegt.","A Hausen am Albis, les habitants disent oui à 58 pour cent à une augmentation du taux de TVA pour financer la réforme de l'AVS. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 67,5 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Hausen am Albis passe cette fois-ci du côté du oui.","Nel comune di Hausen am Albis l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS  è stato approvato con il 58 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 67,5 percento dei voti. Hausen am Albis ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
5,61.3,61.3,38.7,"Hedingen ZH","Hedingen (ZH)","Hedingen ZH","Ja zur Erhöhung der Mehrwertsteuer in Hedingen mit 61,3 Prozent. Weil die Gemeinde das Frauenrentenalter 65 aber mit 53,2 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Hedingen damit gescheitert. Damit hat in Hedingen im Vergleich zur letzten AHV-Abstimmung im Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 51,8 Prozent ein Ja in die Urne gelegt.","Les habitants de Hedingen approuvent une augmentation du taux de TVA pour financer la réforme de l'AVS avec 61,3 pour cent de oui. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 53,2 pour cent de non. Hedingen avait accepté la précédente révision en 2017. Elle dit non cette fois-ci.","Sì all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS nel comune di Hedingen: i cittadini hanno approvato il testo con il 61,3 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 46,8 percento dei voti. Hedingen ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
6,60.7,60.7,39.3,"Kappel am Albis ZH","Kappel am Albis (ZH)","Kappel am Albis ZH","60,7 Prozent der Abstimmenden in der Gemeinde Kappel am Albis haben Ja gesagt zur Erhöhung der Mehrwertsteuer. Weil die Gemeinde das Frauenrentenalter 65 aber mit 54 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Kappel am Albis damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Kappel am Albis eine Rentenreform mit 56,9 Nein-Stimmen abgelehnt.","C'est oui à 60,7 pour cent à une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS à Kappel am Albis. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 54 pour cent de non. Les citoyens de Kappel am Albis avaient déjà refusé la précédente révision de l'AVS en 2017.","Con il 60,7 percento di ""sì"", i cittadini del comune di Kappel am Albis hanno accolto l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS . La seconda proposta concernente l'AVS è stata invece respinta con il 46 percento dei voti. A Kappel am Albis come nel 2017 gli elettroi hanno detto no - con il 56,9 percento dei voti – alla riforma dell'AVS."
7,58.2,58.2,41.8,"Knonau ZH","Knonau (ZH)","Knonau ZH","Ja zur Erhöhung der Mehrwertsteuer in Knonau mit 58,2 Prozent. Weil die Gemeinde das Frauenrentenalter 65 aber mit 72,3 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Knonau damit gescheitert. Damit hat in Knonau im Vergleich zur letzten AHV-Abstimmung im Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 50,6 Prozent ein Ja in die Urne gelegt.","Les habitants de Knonau approuvent une augmentation du taux de TVA pour financer la réforme de l'AVS avec 58,2 pour cent de oui. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 72,3 pour cent de non. Knonau avait accepté la précédente révision en 2017. Elle dit non cette fois-ci.","Sì all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS nel comune di Knonau: i cittadini hanno approvato il testo con il 58,2 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 27,7 percento dei voti. Knonau ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
8,92.7,92.7,7.3,"Maschwanden ZH","Maschwanden (ZH)","Maschwanden ZH","In Maschwanden hat die Stimmbevölkerung der Erhöhung der Mehrwertsteuer mit einem Ja-Stimmen-Anteil von 92,7 Prozent zugestimmt. Weil die Gemeinde das Frauenrentenalter 65 aber mit 87,8 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Maschwanden damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Maschwanden eine Rentenreform mit 52 Nein-Stimmen abgelehnt.","A Maschwanden, les habitants sont favorables à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 92,7 pour cent des voix. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 87,8 pour cent de non. Les citoyens de Maschwanden avaient déjà refusé la précédente révision de l'AVS en 2017.","I cittadini di Maschwanden si sono espressi a favore dell'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. Il testo è stato approvato con il 92,7 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 12,2 percento dei voti. A Maschwanden come nel 2017 gli elettroi hanno detto no - con il 52 percento dei voti – alla riforma dell'AVS."
9,33.6,33.6,66.4,"Mettmenstetten ZH","Mettmenstetten (ZH)","Mettmenstetten ZH","Nein zur Erhöhung der Mehrwertsteuer in Mettmenstetten. Die Gemeinde hat das Volksbegehren mit 66,4 Prozent abgelehnt. Da die Gemeinde auch das Frauenrentenalter 65 mit 59,6 abgelehnt hat, ist die AHV-Reform in Mettmenstetten damit gescheitert. Damit hat in Mettmenstetten im Vergleich zur letzten AHV-Abstimmung im Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 52,3 Prozent ein Ja in die Urne gelegt.","A Mettmenstetten, les habitants disent non à 66,4 pour cent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 59,6 pour cent de non. Mettmenstetten avait accepté la précédente révision en 2017. Elle dit non cette fois-ci.","Nel comune di Mettmenstetten l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS  è stato respinto con il 66,4 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 40,4 percento dei voti. Mettmenstetten ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
10,10.1,10.1,89.9,"Obfelden ZH","Obfelden (ZH)","Obfelden ZH","Nein zur Erhöhung der Mehrwertsteuer in Obfelden. Die Gemeinde hat das Volksbegehren mit 89,9 Prozent abgelehnt. Da die Gemeinde auch das Frauenrentenalter 65 mit 50,5 abgelehnt hat, ist die AHV-Reform in Obfelden damit gescheitert. Damit hat in Obfelden im Vergleich zur letzten AHV-Abstimmung im Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 52,2 Prozent ein Ja in die Urne gelegt.","A Obfelden, les habitants disent non à 89,9 pour cent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 50,5 pour cent de non. Obfelden avait accepté la précédente révision en 2017. Elle dit non cette fois-ci.","Nel comune di Obfelden l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS  è stato respinto con il 89,9 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 49,5 percento dei voti. Obfelden ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
