"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
1,90.6,90.6,9.4,"Aeugst am Albis ZH","Aeugst am Albis (ZH)","Aeugst am Albis ZH","Aeugst am Albis hat den Gegenvorschlag zur Kreislauf-Initiative mit 90,6 Prozent angenommen. Aeugst am Albis hat damit gleich abgestimmt wie der Kanton Schaffhausen, der die Vorlage auch angenommen hat.","NA NA","NA NA"
2,61.5,61.5,38.5,"Affoltern am Albis ZH","Affoltern am Albis (ZH)","Affoltern am Albis ZH","Affoltern am Albis hat den Gegenvorschlag zur Kreislauf-Initiative mit 61,5 Prozent angenommen. Affoltern am Albis hat damit gleich abgestimmt wie der Kanton Schaffhausen, der die Vorlage auch angenommen hat.","NA NA","NA NA"
3,85.9,85.9,14.1,"Bonstetten ZH","Bonstetten (ZH)","Bonstetten ZH","Bonstetten hat den Gegenvorschlag zur Kreislauf-Initiative mit 85,9 Prozent angenommen. Bonstetten hat damit gleich abgestimmt wie der Kanton Schaffhausen, der die Vorlage auch angenommen hat.","NA NA","NA NA"
4,94,94,6,"Hausen am Albis ZH","Hausen am Albis (ZH)","Hausen am Albis ZH","94 Prozent der Stimmbürgerinnen und Stimmbürger von Hausen am Albis haben dem Gegenvorschlag zur Kreislauf-Initiative zugestimmt. Hausen am Albis hat damit gleich abgestimmt wie der Kanton Schaffhausen, der die Vorlage auch angenommen hat.","NA NA","NA NA"
5,26.5,26.5,73.5,"Hedingen ZH","Hedingen (ZH)","Hedingen ZH","Nein zum Gegenvorschlag zur Kreislauf-Initiative in Hedingen: 73,5 Prozent haben die Vorlage abgelehnt. Hedingen hat damit anders abgestimmt als der gesamte Kanton Schaffhausen, der die Vorlage angenommen hat.","NA NA","NA NA"
6,87.8,87.8,12.2,"Kappel am Albis ZH","Kappel am Albis (ZH)","Kappel am Albis ZH","Kappel am Albis hat den Gegenvorschlag zur Kreislauf-Initiative mit 87,8 Prozent angenommen. Kappel am Albis hat damit gleich abgestimmt wie der Kanton Schaffhausen, der die Vorlage auch angenommen hat.","NA NA","NA NA"
7,4,4,96,"Knonau ZH","Knonau (ZH)","Knonau ZH","Nein zum Gegenvorschlag zur Kreislauf-Initiative in Knonau: 96 Prozent haben die Vorlage abgelehnt. Knonau hat damit anders abgestimmt als der gesamte Kanton Schaffhausen, der die Vorlage angenommen hat.","NA NA","NA NA"
8,46.8,46.8,53.2,"Maschwanden ZH","Maschwanden (ZH)","Maschwanden ZH","Keine Mehrheit für den Gegenvorschlag zur Kreislauf-Initiative in Maschwanden. 53,2 Prozent haben sie verworfen. Maschwanden hat damit anders abgestimmt als der gesamte Kanton Schaffhausen, der die Vorlage angenommen hat.","NA NA","NA NA"
9,31.5,31.5,68.5,"Mettmenstetten ZH","Mettmenstetten (ZH)","Mettmenstetten ZH","Keine Mehrheit für den Gegenvorschlag zur Kreislauf-Initiative in Mettmenstetten. 68,5 Prozent haben sie verworfen. Mettmenstetten hat damit anders abgestimmt als der gesamte Kanton Schaffhausen, der die Vorlage angenommen hat.","NA NA","NA NA"
10,34.4,34.4,65.6,"Obfelden ZH","Obfelden (ZH)","Obfelden ZH","Keine Mehrheit für den Gegenvorschlag zur Kreislauf-Initiative in Obfelden. 65,6 Prozent haben sie verworfen. Obfelden hat damit anders abgestimmt als der gesamte Kanton Schaffhausen, der die Vorlage angenommen hat.","NA NA","NA NA"
11,46.9,46.9,53.1,"Ottenbach ZH","Ottenbach (ZH)","Ottenbach ZH","Nein zum Gegenvorschlag zur Kreislauf-Initiative in Ottenbach: 53,1 Prozent haben die Vorlage abgelehnt. Ottenbach hat damit anders abgestimmt als der gesamte Kanton Schaffhausen, der die Vorlage angenommen hat.","NA NA","NA NA"
12,9.1,9.1,90.9,"Rifferswil ZH","Rifferswil (ZH)","Rifferswil ZH","Nein zum Gegenvorschlag zur Kreislauf-Initiative in Rifferswil: 90,9 Prozent haben die Vorlage abgelehnt. Rifferswil hat damit anders abgestimmt als der gesamte Kanton Schaffhausen, der die Vorlage angenommen hat.","NA NA","NA NA"
13,35.8,35.8,64.2,"Stallikon ZH","Stallikon (ZH)","Stallikon ZH","Keine Mehrheit für den Gegenvorschlag zur Kreislauf-Initiative in Stallikon. 64,2 Prozent haben sie verworfen. Stallikon hat damit anders abgestimmt als der gesamte Kanton Schaffhausen, der die Vorlage angenommen hat.","NA NA","NA NA"
