"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
3001,36,36,64,"Herisau AR","Herisau (AR)","Herisau AR","Herisau hat die Erhöhung des Frauenrentenalters auf 65 mit 64 Prozent abgelehnt. Da die Gemeinde auch die Erhöhung der Mehrwertsteuer mit 64 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Herisau damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Herisau eine Rentenreform mit 64 Nein-Stimmen abgelehnt.","La réforme de l'AVS, qui prévoit de relever d'un an l'âge du départ à la retraite des femmes, ne passe pas la rampe à Herisau avec 64 pour cent des suffrages. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 64 pour cent de non. Les citoyens de Herisau avaient déjà refusé la précédente révision de l'AVS en 2017.","Da Herisau è arrivato un ""no"" alle urne per l'aumento dell'età pensionabile delle donne a 65 anni. I cittadini hanno respinto il testo con il 64 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 36 percento dei voti. A Herisau come nel 2017 gli elettroi hanno detto no - con il 61,2 percento dei voti – alla riforma dell'AVS."
3002,33.9,33.9,66.1,"Hundwil AR","Hundwil (AR)","Hundwil AR","66,1 Prozent Nein zur Erhöhung des Frauenrentenalters auf 65 in Hundwil. Da die Gemeinde auch die Erhöhung der Mehrwertsteuer mit 66,1 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Hundwil damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Hundwil eine Rentenreform mit 66,1 Nein-Stimmen abgelehnt.","La réforme de l'AVS, qui prévoit de relever d'un an l'âge du départ à la retraite des femmes, échoue à Hundwil avec 66,1 pour cent de non. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 66,1 pour cent de non. Les citoyens de Hundwil avaient déjà refusé la précédente révision de l'AVS en 2017.","A Hundwil i cittadini hanno respinto, con il 66,1 percento dei voti, l'aumento dell'età pensionabile delle donne a 65 anni. Anche la seconda proposta concernente l'AVS è stata respinta con il 33,9 percento dei voti. A Hundwil come nel 2017 gli elettroi hanno detto no - con il 66,4 percento dei voti – alla riforma dell'AVS."
3003,61.1,61.1,38.9,"Schönengrund AR","Schönengrund (AR)","Schönengrund AR","Die Gemeinde Schönengrund hat die Erhöhung des Frauenrentenalters auf 65 mit 61,1 Prozent angenommen. Da die Gemeinde auch der Erhöhung der Mehrwertsteuer mit 61,1 zugestimmt hat, ist die AHV-Reform in Schönengrund damit angenommen worden. Damit hat in Schönengrund im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 74,2 Prozent ein Nein in die Urne gelegt.","A Schönengrund, les habitants disent oui à 61,1 pour cent à la réforme de l'AVS, qui passe par un relèvement de l'âge du départ à la retraite des femmes. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée par 61,1 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Schönengrund passe cette fois-ci du côté du oui.","Nel comune di Schönengrund l'aumento dell'età pensionabile delle donne a 65 anni è stato approvato con il 61,1 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 61,1 percento dei voti. Schönengrund ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
3004,52.3,52.3,47.7,"Schwellbrunn AR","Schwellbrunn (AR)","Schwellbrunn AR","Schwellbrunn hat der Erhöhung des Frauenrentenalters auf 65 mit 52,3 Prozent  zugestimmt. Da die Gemeinde auch der Erhöhung der Mehrwertsteuer mit 52,3 zugestimmt hat, ist die AHV-Reform in Schwellbrunn damit angenommen worden. Damit hat in Schwellbrunn im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 64,6 Prozent ein Nein in die Urne gelegt.","Les habitants de Schwellbrunn acceptent la réforme de l'AVS, qui passe par un relèvement de l'âge du départ à la retraite des femmes, avec 52,3 pour cent de oui. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée par 52,3 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Schwellbrunn passe cette fois-ci du côté du oui.","Nel comune di Schwellbrunn l'aumento dell'età pensionabile delle donne a 65 anni è stato accettato con il 52,3 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 52,3 percento dei voti. Schwellbrunn ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
3005,58.7,58.7,41.3,"Stein AR","Stein (AR)","Stein AR","Die Gemeinde Stein AR hat die Erhöhung des Frauenrentenalters auf 65 mit 58,7 Prozent angenommen. Da die Gemeinde auch der Erhöhung der Mehrwertsteuer mit 58,7 zugestimmt hat, ist die AHV-Reform in Stein AR damit angenommen worden. Damit hat in Stein AR im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 64,1 Prozent ein Nein in die Urne gelegt.","A Stein (AR), les habitants disent oui à 58,7 pour cent à la réforme de l'AVS, qui passe par un relèvement de l'âge du départ à la retraite des femmes. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée par 58,7 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Stein (AR) passe cette fois-ci du côté du oui.","Nel comune di Stein AR l'aumento dell'età pensionabile delle donne a 65 anni è stato approvato con il 58,7 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 58,7 percento dei voti. Stein AR ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
3006,53.2,53.2,46.8,"Urnäsch AR","Urnäsch (AR)","Urnäsch AR","Urnäsch hat der Erhöhung des Frauenrentenalters auf 65 mit 53,2 Prozent  zugestimmt. Da die Gemeinde auch der Erhöhung der Mehrwertsteuer mit 53,2 zugestimmt hat, ist die AHV-Reform in Urnäsch damit angenommen worden. Damit hat in Urnäsch im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 72,5 Prozent ein Nein in die Urne gelegt.","Les habitants d'Urnäsch acceptent la réforme de l'AVS, qui passe par un relèvement de l'âge du départ à la retraite des femmes, avec 53,2 pour cent de oui. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée par 53,2 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Urnäsch passe cette fois-ci du côté du oui.","Nel comune di Urnäsch l'aumento dell'età pensionabile delle donne a 65 anni è stato accettato con il 53,2 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 53,2 percento dei voti. Urnäsch ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
3007,11.6,11.6,88.4,"Waldstatt AR","Waldstatt (AR)","Waldstatt AR","Keine Mehrheit für die Erhöhung des Frauenrentenalters auf 65 in Waldstatt: Mit 88,4 Prozent hat die Gemeinde die Vorlage verworfen. Da die Gemeinde auch die Erhöhung der Mehrwertsteuer mit 88,4 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Waldstatt damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Waldstatt eine Rentenreform mit 88,4 Nein-Stimmen abgelehnt.","C'est non à 88,4 pour cent à la réforme de l'AVS, qui passe par un relèvement de l'âge du départ à la retraite des femmes, à Waldstatt. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 88,4 pour cent de non. Les citoyens de Waldstatt avaient déjà refusé la précédente révision de l'AVS en 2017.","Con il 88,4 percento di ""no"", i cittadini del comune di Waldstatt hanno bocciato l'aumento dell'età pensionabile delle donne a 65 anni. Anche la seconda proposta concernente l'AVS è stata respinta con il 11,6 percento dei voti. A Waldstatt come nel 2017 gli elettroi hanno detto no - con il 65,5 percento dei voti – alla riforma dell'AVS."
3021,45.1,45.1,54.9,"Bühler AR","Bühler (AR)","Bühler AR","54,9 Prozent Nein zur Erhöhung des Frauenrentenalters auf 65 in Bühler. Da die Gemeinde auch die Erhöhung der Mehrwertsteuer mit 54,9 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Bühler damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Bühler eine Rentenreform mit 54,9 Nein-Stimmen abgelehnt.","La réforme de l'AVS, qui prévoit de relever d'un an l'âge du départ à la retraite des femmes, échoue à Bühler avec 54,9 pour cent de non. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 54,9 pour cent de non. Les citoyens de Bühler avaient déjà refusé la précédente révision de l'AVS en 2017.","A Bühler i cittadini hanno respinto, con il 54,9 percento dei voti, l'aumento dell'età pensionabile delle donne a 65 anni. Anche la seconda proposta concernente l'AVS è stata respinta con il 45,1 percento dei voti. A Bühler come nel 2017 gli elettroi hanno detto no - con il 67,6 percento dei voti – alla riforma dell'AVS."
3022,73.7,73.7,26.3,"Gais AR","Gais (AR)","Gais AR","In Gais hat die Stimmbevölkerung der Erhöhung des Frauenrentenalters auf 65 mit einem Ja-Stimmen-Anteil von 73,7 Prozent zugestimmt. Da die Gemeinde auch der Erhöhung der Mehrwertsteuer mit 73,7 zugestimmt hat, ist die AHV-Reform in Gais damit angenommen worden. Damit hat in Gais im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 58,6 Prozent ein Nein in die Urne gelegt.","A Gais, les habitants sont favorables à la réforme de l'AVS, qui passe par un relèvement de l'âge du départ à la retraite des femmes, avec 73,7 pour cent de oui. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée par 73,7 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Gais passe cette fois-ci du côté du oui.","I cittadini di Gais si sono espressi a favore dell'aumento dell'età pensionabile delle donne a 65 anni. Il testo è stato approvato con il 73,7 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 73,7 percento dei voti. Gais ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
3023,50.1,50.1,49.9,"Speicher AR","Speicher (AR)","Speicher AR","50,1 Prozent der Stimmbürgerinnen und Stimmbürger von Speicher haben die Erhöhung des Frauenrentenalters auf 65 angenommen. Da die Gemeinde auch der Erhöhung der Mehrwertsteuer mit 50,1 zugestimmt hat, ist die AHV-Reform in Speicher damit angenommen worden. Damit hat in Speicher im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 53,4 Prozent ein Nein in die Urne gelegt.","Les électeurs de Speicher valident la révision de l'AVS, qui prévoit de relever l'âge du départ à la retraite des femmes, avec 50,1 pour cent de oui. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée par 50,1 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Speicher passe cette fois-ci du côté du oui.","A Speicher i cittadini hanno accolto, con il 50,1 percento dei voti, l'aumento dell'età pensionabile delle donne a 65 anni. Anche la seconda proposta concernente l'AVS è stata accettata con il 50,1 percento dei voti. Speicher ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
