"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
1,90.6,90.6,9.4,"Aeugst am Albis ZH","Aeugst am Albis (ZH)","Aeugst am Albis ZH","Mit 90,6 Prozent Ja-Stimmen hat eine Mehrheit der Abstimmenden in Aeugst am Albis die Änderung des Verrechnungssteuergesetzes befürwortet. Aeugst am Albis hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Les habitants d'Aeugst am Albis acceptent de supprimer l'impôt anticipé sur les intérêts des nouvelles obligations avec 90,6 pour cent de oui. Aeugst am Albis a approuvé la loi, tout comme son canton.","Nel comune di Aeugst am Albis la modifica della legge sull'imposta preventiva è stata accettata con il 90,6 percento dei voti. Il comune di Aeugst am Albis approvando la legge si è espresso come il suo cantone."
2,61.5,61.5,38.5,"Affoltern am Albis ZH","Affoltern am Albis (ZH)","Affoltern am Albis ZH","61,5 Prozent der Stimmbürgerinnen und Stimmbürger in Affoltern am Albis haben Ja gesagt zur Änderung des Verrechnungssteuergesetzes. Affoltern am Albis hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","C'est oui à 61,5 pour cent à la suppression de l'impôt anticipé sur les intérêts des nouvelles obligations à Affoltern am Albis. Affoltern am Albis a approuvé la loi, tout comme son canton.","Con il 61,5 percento di ""sì"", i cittadini del comune di Affoltern am Albis hanno accolto la modifica della legge sull'imposta preventiva. Il comune di Affoltern am Albis approvando la legge si è espresso come il suo cantone."
3,85.9,85.9,14.1,"Bonstetten ZH","Bonstetten (ZH)","Bonstetten ZH","85,9 Prozent der Stimmbürgerinnen und Stimmbürger in Bonstetten haben Ja gesagt zur Änderung des Verrechnungssteuergesetzes. Bonstetten hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","C'est oui à 85,9 pour cent à la suppression de l'impôt anticipé sur les intérêts des nouvelles obligations à Bonstetten. Bonstetten a approuvé la loi, tout comme son canton.","Con il 85,9 percento di ""sì"", i cittadini del comune di Bonstetten hanno accolto la modifica della legge sull'imposta preventiva. Il comune di Bonstetten approvando la legge si è espresso come il suo cantone."
4,94,94,6,"Hausen am Albis ZH","Hausen am Albis (ZH)","Hausen am Albis ZH","94 Prozent der Stimmbürgerinnen und Stimmbürger von Hausen am Albis haben sich für die Änderung des Verrechnungssteuergesetzes ausgesprochen. Hausen am Albis hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","A Hausen am Albis, les habitants disent oui à 94 pour cent à la suppression de l'impôt anticipé sur les intérêts des nouvelles obligations. Hausen am Albis a approuvé la loi, tout comme son canton.","Nel comune di Hausen am Albis la modifica della legge sull'imposta preventiva è stata approvata con il 94 percento dei voti. Il comune di Hausen am Albis approvando la legge si è espresso come il suo cantone."
5,26.5,26.5,73.5,"Hedingen ZH","Hedingen (ZH)","Hedingen ZH","73,5 der Stimmbürgerinnen und Stimmbürger von Hedingen haben die Änderung des Verrechnungssteuergesetzes abgelehnt. Hedingen hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Les habitants de Hedingen s'opposent à la suppression de l'impôt anticipé sur les intérêts des nouvelles obligations avec 73,5 pour cent de non. Hedingen a rejeté la loi, contrairement à son canton.","No alla modifica della legge sull'imposta preventiva nel comune di Hedingen: i cittadini hanno bocciato il testo con il 73,5 percento dei voti. Il comune di Hedingen respingendo la legge è andato controcorrente rispetto al suo cantone."
6,87.8,87.8,12.2,"Kappel am Albis ZH","Kappel am Albis (ZH)","Kappel am Albis ZH","87,8 Prozent der Stimmbürgerinnen und Stimmbürger in Kappel am Albis haben Ja gesagt zur Änderung des Verrechnungssteuergesetzes. Kappel am Albis hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","C'est oui à 87,8 pour cent à la suppression de l'impôt anticipé sur les intérêts des nouvelles obligations à Kappel am Albis. Kappel am Albis a approuvé la loi, tout comme son canton.","Con il 87,8 percento di ""sì"", i cittadini del comune di Kappel am Albis hanno accolto la modifica della legge sull'imposta preventiva. Il comune di Kappel am Albis approvando la legge si è espresso come il suo cantone."
7,4,4,96,"Knonau ZH","Knonau (ZH)","Knonau ZH","96 der Stimmbürgerinnen und Stimmbürger von Knonau haben die Änderung des Verrechnungssteuergesetzes abgelehnt. Knonau hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Les habitants de Knonau s'opposent à la suppression de l'impôt anticipé sur les intérêts des nouvelles obligations avec 96 pour cent de non. Knonau a rejeté la loi, contrairement à son canton.","No alla modifica della legge sull'imposta preventiva nel comune di Knonau: i cittadini hanno bocciato il testo con il 96 percento dei voti. Il comune di Knonau respingendo la legge è andato controcorrente rispetto al suo cantone."
8,46.8,46.8,53.2,"Maschwanden ZH","Maschwanden (ZH)","Maschwanden ZH","Mit 6'012 Nein zu 5'295 Ja haben die Stimmbürgerinnen und Stimmbürger von Maschwanden die Änderung des Verrechnungssteuergesetzes abgelehnt. Das sind 53,2 Prozent. Maschwanden hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","A Maschwanden, les habitants sont défavorables à la suppression de l'impôt anticipé sur les intérêts des nouvelles obligations avec 53,2 pour cent de non. Maschwanden a rejeté la loi, contrairement à son canton.","Con il 53,2 percento di ""no"", i cittadini del comune di Maschwanden hanno respinto la modifica della legge sull'imposta preventiva. Il comune di Maschwanden respingendo la legge è andato controcorrente rispetto al suo cantone."
9,31.5,31.5,68.5,"Mettmenstetten ZH","Mettmenstetten (ZH)","Mettmenstetten ZH","68,5 Prozent der Stimmbürgerinnen und Stimmbürger von Mettmenstetten haben sich gegen die Änderung des Verrechnungssteuergesetzes ausgesprochen. Mettmenstetten hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","A Mettmenstetten, les habitants disent non à 68,5 pour cent à la suppression de l'impôt anticipé sur les intérêts des nouvelles obligations. Mettmenstetten a rejeté la loi, contrairement à son canton.","I cittadini di Mettmenstetten si sono espressi contro la modifica della legge sull'imposta preventiva. Il testo è stato respinto con il 68,5 percento dei voti. Il comune di Mettmenstetten respingendo la legge è andato controcorrente rispetto al suo cantone."
10,34.4,34.4,65.6,"Obfelden ZH","Obfelden (ZH)","Obfelden ZH","65,6 Prozent der Stimmbürgerinnen und Stimmbürger von Obfelden haben sich gegen die Änderung des Verrechnungssteuergesetzes ausgesprochen. Obfelden hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","A Obfelden, les habitants disent non à 65,6 pour cent à la suppression de l'impôt anticipé sur les intérêts des nouvelles obligations. Obfelden a rejeté la loi, contrairement à son canton.","I cittadini di Obfelden si sono espressi contro la modifica della legge sull'imposta preventiva. Il testo è stato respinto con il 65,6 percento dei voti. Il comune di Obfelden respingendo la legge è andato controcorrente rispetto al suo cantone."
